trans_id	strand	gene_id	gene_name	gene_start	gene_stop	trans_start	trans_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000279488	-	ENSG00000139318	DUSP6	89347232	89353271	1233	2378	1146	1232	2022	4400
ENST00000279575	-	ENSG00000230657	PRB4	11307083	11310435	38	781	744	37	135	916
ENST00000279783	+	ENSG00000150261	OR8K1	56346039	56346998	1	960	960	0	0	960
ENST00000279791	-	ENSG00000150269	OR5M9	56462469	56463401	1	933	933	0	0	933
ENST00000279804	+	ENSG00000150281	CTF1	30896607	30903560	38	643	606	37	1021	1664
ENST00000279839	-	ENSG00000150316	CWC15	94962622	94973612	124	813	690	123	763	1576
ENST00000279873	+	ENSG00000150347	ARID5B	61901300	62096944	411	3977	3567	410	3914	7891
ENST00000279907	-	ENSG00000111647	UHRF1BP1L	100037076	100142848	214	4608	4395	213	560	5168
ENST00000280082	+	ENSG00000150526	MIA2	39233916	39253639	200	2164	1965	199	390	2554
ENST00000280097	+	ENSG00000150540	HNMT	137964310	138016364	183	1061	879	182	2234	3295
ENST00000280098	+	ENSG00000144228	SPOPL	138501801	138573547	380	1558	1179	379	4467	6025
ENST00000280155	+	ENSG00000150594	ADRA2A	111077163	111080907	835	2232	1398	834	1513	3745
ENST00000280187	-	ENSG00000150625	GPM6A	175632934	176002332	47	883	837	46	1971	2854
ENST00000280200	-	ENSG00000150637	CD226	69853275	69956996	270	1280	1011	269	11039	12319
ENST00000280245	+	ENSG00000150676	CCDC83	85855101	85920021	513	1847	1335	512	511	2358
ENST00000280258	+	ENSG00000150687	PRSS23	86800240	86811233	426	1577	1152	425	2438	4015
ENST00000280325	+	ENSG00000150750	C11orf53	111245854	111286401	1	861	861	0	347	1208
ENST00000280326	+	ENSG00000150753	CCT5	10249921	10266412	421	2046	1626	420	1629	3675
ENST00000280330	-	ENSG00000150756	FAM173B	10226330	10249896	608	817	210	607	1111	1928
ENST00000280333	+	ENSG00000150760	DOCK1	126905409	127452517	110	5707	5598	109	1090	6797
ENST00000280346	+	ENSG00000150768	DLAT	112024814	112064390	660	2603	1944	659	1855	4458
ENST00000280357	-	ENSG00000150782	IL18	112143251	112164117	221	802	582	220	345	1147
ENST00000280358	+	ENSG00000150783	TEX12	112167372	112172559	133	504	372	132	643	1147
ENST00000280362	+	ENSG00000150787	PTS	112226365	112233973	80	517	438	79	418	935
ENST00000280481	+	ENSG00000150893	FREM2	38687129	38887131	217	9726	9510	216	6344	16070
ENST00000280527	+	ENSG00000150938	CRIM1	36355926	36551135	368	3478	3111	367	2434	5912
ENST00000280551	-	ENSG00000150961	SEC24D	118722823	118836138	240	3338	3099	239	692	4030
ENST00000280557	+	ENSG00000139726	DENR	122752774	122771064	187	783	597	186	1986	2769
ENST00000280562	-	ENSG00000090975	PITPNM2	122983480	123110495	207	4238	4032	206	2547	6785
ENST00000280571	-	ENSG00000150977	RILPL2	123410683	123436717	298	933	636	297	5208	6141
ENST00000280605	-	ENSG00000151005	TKTL2	163471093	163473746	13	1893	1881	12	761	2654
ENST00000280606	-	ENSG00000151006	PRSS53	31083425	31088963	155	1816	1662	154	365	2181
ENST00000280612	-	ENSG00000151012	SLC7A11	138164097	138242349	281	1786	1506	280	7859	9645
ENST00000280614	+	ENSG00000151014	NOCT	139015789	139045937	194	1489	1296	193	463	1952
ENST00000280684	+	ENSG00000151079	KCNA6	4809176	4813412	867	2456	1590	866	1781	4237
ENST00000280701	+	ENSG00000151093	OXSM	25790080	25794534	100	1479	1380	99	40	1519
ENST00000280706	+	ENSG00000166800	LDHAL6A	18455884	18479600	798	1796	999	797	730	2526
ENST00000280734	+	ENSG00000151117	TMEM86A	18698791	18704785	97	819	723	96	2776	3595
ENST00000280756	+	ENSG00000151135	TMEM263	106955722	106973984	419	769	351	418	2593	3362
ENST00000280758	+	ENSG00000151136	BTBD11	107318413	107659642	529	3843	3315	528	1924	5767
ENST00000280772	-	ENSG00000151150	ANK3	60026298	60389730	193	13326	13134	192	3548	16874
ENST00000280800	+	ENSG00000151176	PLBD2	113358570	113391625	32	1801	1770	31	2999	4800
ENST00000280871	-	ENSG00000151229	SLC2A13	39755021	40105859	52	1998	1947	51	5005	7003
ENST00000280886	-	ENSG00000151240	DIP2C	274198	689668	91	4761	4671	90	3127	7888
ENST00000280904	-	ENSG00000134755	DSC2	31058840	31102415	445	3150	2706	444	9175	12325
ENST00000280979	+	ENSG00000151320	AKAP6	32329273	32837681	171	7130	6960	170	7876	15006
ENST00000281017	-	ENSG00000151353	TMEM18	667335	677439	95	517	423	94	2245	2762
ENST00000281030	+	ENSG00000151365	THRSP	78063861	78068351	22	462	441	21	712	1174
ENST00000281031	-	ENSG00000151366	NDUFC2	78068304	78080219	476	835	360	475	1683	2518
ENST00000281038	-	ENSG00000137513	NARS2	78435961	78574864	377	1810	1434	376	709	2519
ENST00000281043	+	ENSG00000134323	MYCN	15940564	15947007	298	1692	1395	297	910	2602
ENST00000281047	+	ENSG00000151379	MSGN1	17816496	17817101	24	605	582	23	1	606
ENST00000281081	+	ENSG00000151413	NUBPL	31561395	31861224	46	1005	960	45	2044	3049
ENST00000281092	+	ENSG00000151422	FER	108747822	109196841	385	2853	2469	384	9266	12119
ENST00000281127	+	ENSG00000021645	NRXN3	79279413	79868290	880	2178	1299	879	6326	8504
ENST00000281141	+	ENSG00000151465	CDC123	12195966	12250588	281	1291	1011	280	251	1542
ENST00000281142	-	ENSG00000151466	SCLT1	128883993	129093607	505	2571	2067	504	484	3055
ENST00000281146	+	ENSG00000151470	C4orf33	129093317	129116640	722	1321	600	721	4849	6170
ENST00000281154	+	ENSG00000151475	SLC25A31	127730378	127774299	169	1116	948	168	725	1841
ENST00000281156	-	ENSG00000112232	KHDRBS2	61679960	62286227	280	1329	1050	279	1003	2332
ENST00000281171	+	ENSG00000151490	PTPRO	15322397	15597393	331	3981	3651	330	1320	5301
ENST00000281172	-	ENSG00000151491	EPS8	15620162	15789576	438	2906	2469	437	1155	4061
ENST00000281182	+	ENSG00000151498	ACAD8	134253495	134265855	107	1354	1248	106	895	2249
ENST00000281187	+	ENSG00000151502	VPS26B	134224645	134247792	479	1489	1011	478	2202	3691
ENST00000281243	-	ENSG00000151552	QDPR	17486398	17512234	181	915	735	180	733	1648
ENST00000281273	+	ENSG00000151576	QTRT2	114056737	114088422	258	1505	1248	257	2518	4023
ENST00000281282	+	ENSG00000128849	CGNL1	57376505	57550727	79	3987	3909	78	3237	7224
ENST00000281317	+	ENSG00000151611	MMAA	145618263	145660035	1211	2467	1257	1210	4601	7068
ENST00000281321	+	ENSG00000151615	POU4F2	146638893	146642474	249	1478	1230	248	1666	3144
ENST00000281382	-	ENSG00000151665	PIGF	46580937	46617119	172	831	660	171	541	1372
ENST00000281419	+	ENSG00000151693	ASAP2	9206765	9405678	341	3361	3021	340	2351	5712
ENST00000281428	+	ENSG00000151702	FLI1	128693916	128813266	713	1873	1161	712	2278	4151
ENST00000281437	+	ENSG00000043039	BARX2	129375940	129452279	97	936	840	96	877	1813
ENST00000281441	+	ENSG00000151715	TMEM45B	129815819	129860003	89	916	828	88	1318	2234
ENST00000281453	-	ENSG00000151725	CENPU	184694618	184734133	72	1328	1257	71	670	1998
ENST00000281456	+	ENSG00000151729	SLC25A4	185143241	185150382	133	1029	897	132	3411	4440
ENST00000281471	-	ENSG00000151743	AMN1	31671137	31729174	167	943	777	166	1167	2110
ENST00000281513	-	ENSG00000151779	NBAS	15166909	15561330	27	7142	7116	26	139	7281
ENST00000281523	-	ENSG00000151789	ZNF385D	21412222	21751435	520	1707	1188	519	8992	10699
ENST00000281543	+	ENSG00000151806	GUF1	44678429	44700926	195	2204	2010	194	2245	4449
ENST00000281589	+	ENSG00000151846	PABPC3	25095868	25099254	332	2227	1896	331	1160	3387
ENST00000281631	+	ENSG00000151883	PARP8	50666938	50846522	159	2723	2565	158	4454	7177
ENST00000281701	-	ENSG00000143748	NVL	224227334	224330387	261	2831	2571	260	292	3123
ENST00000281708	-	ENSG00000109670	FBXW7	152321259	152536101	1231	3354	2124	1230	1622	4976
ENST00000281741	-	ENSG00000087301	TXNDC16	52430590	52552506	373	2850	2478	372	1714	4564
ENST00000281772	-	ENSG00000144445	KANSL1L	210021423	210171383	265	3228	2964	264	1526	4754
ENST00000281806	-	ENSG00000152034	MCHR2	99919910	99994223	316	1338	1023	315	1030	2368
ENST00000281821	-	ENSG00000116106	EPHA4	221418029	221572290	43	3003	2961	42	3343	6346
ENST00000281828	-	ENSG00000116120	FARSB	222570536	222656337	265	2034	1770	264	1335	3369
ENST00000281830	+	ENSG00000152049	KCNE4	223051814	223055637	332	997	666	331	2294	3291
ENST00000281834	-	ENSG00000117586	TNFSF4	173183735	173207313	138	689	552	137	2781	3470
ENST00000281871	+	ENSG00000152082	MZT2B	130181928	130190727	356	832	477	355	101	933
ENST00000281924	-	ENSG00000152128	TMEM163	134455759	134719000	66	935	870	65	957	1892
ENST00000281928	-	ENSG00000123066	MED13L	115953872	116277338	208	6840	6633	207	7394	14234
ENST00000281938	+	ENSG00000152137	HSPB8	119178642	119194748	672	1262	591	671	890	2152
ENST00000281950	+	ENSG00000152147	GEMIN6	38778185	38785000	117	620	504	116	3108	3728
ENST00000281961	+	ENSG00000152154	TMEM178A	39665919	39717963	57	950	894	56	712	1662
ENST00000282003	-	ENSG00000152193	RNF219	78614291	78659179	60	2240	2181	59	1289	3529
ENST00000282018	+	ENSG00000152207	CYSLTR2	48706555	48711226	264	1304	1041	263	3368	4672
ENST00000282020	+	ENSG00000152208	GRID2	92303622	93774556	1036	4059	3024	1035	2058	6117
ENST00000282026	+	ENSG00000152213	ARL11	49628299	49633872	336	926	591	335	2834	3760
ENST00000282030	+	ENSG00000152217	SETBP1	44680898	45068510	297	5087	4791	296	4812	9899
ENST00000282041	-	ENSG00000152223	EPG5	45847609	45967274	36	7775	7740	35	4858	12633
ENST00000282058	+	ENSG00000152240	HAUS1	46104332	46128333	81	917	837	80	208	1125
ENST00000282074	-	ENSG00000152253	SPC25	168870894	168890445	143	817	675	142	537	1354
ENST00000282077	+	ENSG00000152256	PDK1	172555969	172608669	183	1493	1311	182	12700	14193
ENST00000282091	-	ENSG00000152266	PTH	13492055	13496020	116	463	348	115	350	813
ENST00000282096	+	ENSG00000152270	PDE3B	14643723	14872044	354	3692	3339	353	2384	6076
ENST00000282111	+	ENSG00000152284	TCF7L1	85133410	85310388	276	2042	1767	275	926	2968
ENST00000282141	-	ENSG00000163254	CRYGC	208128137	208129830	39	563	525	38	66	629
ENST00000282146	+	ENSG00000152315	KCNK13	90061765	90185857	442	1668	1227	441	854	2522
ENST00000282185	+	ENSG00000152348	ATG10	81972025	82256139	295	957	663	294	2076	3033
ENST00000282226	+	ENSG00000152380	FAM151B	80487969	80542563	156	986	831	155	731	1717
ENST00000282251	-	ENSG00000152404	CWF19L2	107326345	107457844	29	2713	2685	28	565	3278
ENST00000282268	+	ENSG00000152422	XRCC4	83077498	83353758	176	1180	1005	175	516	1696
ENST00000282272	-	ENSG00000065413	ANKRD44	196987488	197310666	63	3044	2982	62	2103	5147
ENST00000282276	+	ENSG00000247626	MARS2	197705369	197708387	38	1819	1782	37	1200	3019
ENST00000282282	+	ENSG00000152433	ZNF547	57363566	57379565	151	1359	1209	150	1380	2739
ENST00000282296	+	ENSG00000204519	ZNF551	57681979	57690654	186	2198	2013	185	2366	4564
ENST00000282308	-	ENSG00000152454	ZNF256	57940833	57947671	198	2081	1884	197	91	2172
ENST00000282326	+	ENSG00000152467	ZSCAN1	58034066	58054631	248	1474	1227	247	580	2054
ENST00000282344	-	ENSG00000152484	USP12	27066142	27171896	258	1370	1113	257	3141	4511
ENST00000282356	+	ENSG00000152495	CAMK4	111224086	111494886	399	1820	1422	398	10420	12240
ENST00000282382	-	ENSG00000251201	TMED7-TICAM2	115578642	115626161	370	1584	1215	369	1907	3491
ENST00000282388	-	ENSG00000152518	ZFP36L2	43222402	43226609	295	1779	1485	294	1917	3696
ENST00000282397	-	ENSG00000102755	FLT1	28300344	28495095	253	4269	4017	252	2823	7092
ENST00000282406	+	ENSG00000152527	PLEKHH2	43637273	43767987	111	4592	4482	110	2389	6981
ENST00000282466	-	ENSG00000152580	IGSF10	151433494	151458709	1	7872	7872	0	3195	11067
ENST00000282488	+	ENSG00000152601	MBNL1	152268040	152465779	1843	3045	1203	1842	3413	6458
ENST00000282507	-	ENSG00000168671	UGT3A2	36035017	36066891	103	1674	1572	102	681	2355
ENST00000282516	+	ENSG00000164190	NIPBL	36876759	37066413	500	8914	8415	499	1521	10435
ENST00000282541	+	ENSG00000152642	GPD1L	32106511	32168713	202	1257	1056	201	2803	4060
ENST00000282549	+	ENSG00000115507	OTX1	63050802	63057836	277	1341	1065	276	1520	2861
ENST00000282561	+	ENSG00000152661	GJA1	121435692	121449727	158	1306	1149	157	1731	3037
ENST00000282570	+	ENSG00000087338	GMCL1	69829642	69881396	252	1799	1548	251	2392	4191
ENST00000282572	-	ENSG00000152669	CCNO	55231152	55233680	158	1210	1053	157	223	1433
ENST00000282587	+	ENSG00000152683	SLC30A6	32165864	32224379	38	1423	1386	37	3666	5089
ENST00000282588	+	ENSG00000213949	ITGA1	52787896	52959210	459	3998	3540	458	6759	10757
ENST00000282611	+	ENSG00000152705	CATSPER3	134967906	135011707	87	1283	1197	86	84	1367
ENST00000282670	+	ENSG00000152760	TCTEX1D1	66752460	66778787	129	668	540	128	1333	2001
ENST00000282701	+	ENSG00000152785	BMP3	81030965	81057531	321	1739	1419	320	3995	5734
ENST00000282728	+	ENSG00000152804	HHEX	92689951	92695646	37	849	813	36	878	1727
ENST00000282841	+	ENSG00000152904	GGPS1	235328570	235344532	233	1135	903	232	1760	2895
ENST00000282849	-	ENSG00000140873	ADAMTS18	77282128	77435114	420	4085	3666	419	1828	5913
ENST00000282869	-	ENSG00000152926	ZNF117	64971776	64991036	1286	2737	1452	1285	6343	9080
ENST00000282878	+	ENSG00000152932	RAB3C	58583040	58859394	170	853	684	169	8043	8896
ENST00000282892	+	ENSG00000152944	MED21	27022550	27029749	31	465	435	30	1288	1753
ENST00000282903	-	ENSG00000152952	PLOD2	146069440	146161167	179	2455	2277	178	1277	3732
ENST00000282908	+	ENSG00000152953	STK32B	5051442	5500998	423	1667	1245	422	1915	3582
ENST00000282928	+	ENSG00000152977	ZIC1	147409384	147416719	730	2073	1344	729	3168	5241
ENST00000283006	+	ENSG00000153044	CENPH	69189548	69210357	88	831	744	87	558	1389
ENST00000283025	-	ENSG00000153060	TEKT5	10627501	10694945	73	1530	1458	72	82	1612
ENST00000283027	+	ENSG00000103274	NUBP1	10743845	10769351	20	982	963	19	246	1228
ENST00000283109	-	ENSG00000058729	RIOK2	97160867	97183260	70	1728	1659	69	2194	3922
ENST00000283122	-	ENSG00000153140	CETN3	90392261	90409786	126	629	504	125	1803	2432
ENST00000283131	+	ENSG00000153147	SMARCA5	143513463	143557486	463	3621	3159	462	4302	7923
ENST00000283141	+	ENSG00000153157	SYCP2L	10886831	10974309	297	2735	2439	296	395	3130
ENST00000283147	+	ENSG00000153162	BMP6	7726797	7881422	160	1701	1542	159	1079	2780
ENST00000283148	-	ENSG00000115652	UXS1	106093303	106194339	99	1376	1278	98	723	2099
ENST00000283195	+	ENSG00000153201	RANBP2	108719481	108785811	127	9801	9675	126	1910	11711
ENST00000283206	+	ENSG00000153214	TMEM87B	112055223	112119318	370	2037	1668	369	3175	5212
ENST00000283225	+	ENSG00000153230	OR14K1	247738615	247739559	1	945	945	0	0	945
ENST00000283228	-	ENSG00000153233	PTPRR	70638082	70920843	454	2427	1974	453	1102	3529
ENST00000283233	-	ENSG00000153237	CCDC148	158171081	158456753	315	2090	1776	314	1032	3122
ENST00000283243	-	ENSG00000153246	PLA2R1	159932006	160062610	208	4599	4392	207	9772	14371
ENST00000283249	-	ENSG00000115221	ITGB6	160099666	160200301	239	2605	2367	238	2070	4675
ENST00000283268	-	ENSG00000153266	FEZF2	62369684	62373515	296	1675	1380	295	399	2074
ENST00000283296	-	ENSG00000069122	ADGRF5	46852512	46921977	290	4330	4041	289	1480	5810
ENST00000283303	+	ENSG00000153294	ADGRF4	47698553	47722021	259	2346	2088	258	816	3162
ENST00000283309	-	ENSG00000153303	FRMD1	168055745	168079159	66	1715	1650	65	1352	3067
ENST00000283351	-	ENSG00000153339	TRAPPC8	31829173	31943100	337	4644	4308	336	1582	6226
ENST00000283357	+	ENSG00000153347	FAM81B	95391344	95450437	47	1405	1359	46	155	1560
ENST00000283365	+	ENSG00000134769	DTNA	34493290	34891844	352	2412	2061	351	4110	6522
ENST00000283415	-	ENSG00000153395	LPCAT1	1461423	1523977	134	1738	1605	133	2228	3966
ENST00000283441	-	ENSG00000188818	ZDHHC11	795607	850986	385	1623	1239	384	981	2604
ENST00000283547	+	ENSG00000153495	TEX29	111320668	111344247	130	585	456	129	124	709
ENST00000283629	-	ENSG00000153560	UBP1	33388336	33440378	531	2153	1623	530	1995	4148
ENST00000283632	+	ENSG00000153561	RMND5A	86720173	86778041	496	1671	1176	495	4630	6301
ENST00000283646	+	ENSG00000153574	RPIA	88691644	88750935	56	991	936	55	857	1848
ENST00000283684	-	ENSG00000081923	ATP8B1	57646426	57731807	1	3756	3756	0	2062	5818
ENST00000283713	+	ENSG00000136059	VILL	37988059	38007188	267	2837	2571	266	133	2970
ENST00000283752	-	ENSG00000057149	SERPINB3	63655197	63661963	145	1317	1173	144	460	1777
ENST00000283871	-	ENSG00000113924	HGD	120628173	120682571	461	1798	1338	460	207	2005
ENST00000283875	+	ENSG00000153767	GTF2E1	120742732	120783069	94	1413	1320	93	1599	3012
ENST00000283882	-	ENSG00000153774	CFDP1	75293710	75433485	134	1033	900	133	242	1275
ENST00000283916	-	ENSG00000153802	TMPRSS11D	67820876	67884032	100	1356	1257	99	1461	2817
ENST00000283921	-	ENSG00000253293	HOXA10	27170591	27174306	1	1233	1233	0	1308	2541
ENST00000283928	-	ENSG00000153814	JAZF1	27830573	28180743	167	898	732	166	2227	3125
ENST00000283943	-	ENSG00000153827	TRIP12	229763838	229922009	180	6158	5979	179	3716	9874
ENST00000284000	+	ENSG00000153879	CEBPG	33373330	33382686	663	1115	453	662	2994	4109
ENST00000284006	+	ENSG00000153885	KCTD15	33796862	33815763	253	957	705	252	3961	4918
ENST00000284037	+	ENSG00000112851	ERBIN	65926475	66082549	390	4628	4239	389	4019	8647
ENST00000284061	+	ENSG00000153933	DGKE	56834099	56869567	181	1884	1704	180	6776	8660
ENST00000284073	+	ENSG00000153944	MSI2	57256534	57684685	210	1196	987	209	5168	6364
ENST00000284110	-	ENSG00000153976	HS3ST3A1	13495689	13601927	799	2019	1221	798	508	2527
ENST00000284116	+	ENSG00000153982	GDPD1	59220473	59274512	138	1082	945	137	739	1821
ENST00000284136	-	ENSG00000153993	SEMA3D	84995553	85121935	45	2378	2334	44	3887	6265
ENST00000284142	-	ENSG00000154007	ASB17	75918873	75932431	141	1028	888	140	79	1107
ENST00000284154	-	ENSG00000154016	GRAP	19020673	19047637	712	1365	654	711	1286	2651
ENST00000284165	-	ENSG00000125952	MAX	65075202	65102488	150	554	405	149	2601	3155
ENST00000284202	+	ENSG00000154059	IMPACT	24426616	24453535	142	1104	963	141	2688	3792
ENST00000284240	-	ENSG00000154096	THY1	119417378	119424128	1041	1526	486	1040	2030	3556
ENST00000284262	+	ENSG00000154118	JPH3	87602905	87698156	243	2489	2247	242	1496	3985
ENST00000284268	-	ENSG00000154122	ANKH	14704804	14871778	332	1810	1479	331	6393	8203
ENST00000284273	+	ENSG00000154127	UBASH3B	122655675	122814473	376	2325	1950	375	4587	6912
ENST00000284274	+	ENSG00000154124	OTULIN	14664748	14699711	79	1137	1059	78	6663	7800
ENST00000284287	+	ENSG00000196119	OR8A1	124569997	124571142	73	1053	981	72	93	1146
ENST00000284288	+	ENSG00000154143	PANX3	124611490	124620356	68	1246	1179	67	421	1667
ENST00000284292	+	ENSG00000154146	NRGN	124739846	124747210	240	476	237	239	830	1306
ENST00000284311	+	ENSG00000154165	GPR15	98531899	98533150	136	1218	1083	135	34	1252
ENST00000284320	-	ENSG00000154174	TOMM70	100363431	100401398	450	2276	1827	449	2133	4409
ENST00000284382	-	ENSG00000154227	CERS3	100400395	100544720	425	1576	1152	424	2318	3894
ENST00000284425	-	ENSG00000154262	ABCA6	69078702	69141874	176	5029	4854	175	271	5300
ENST00000284437	+	ENSG00000154274	C4orf19	37584233	37591826	179	1123	945	178	826	1949
ENST00000284440	+	ENSG00000154277	UCHL1	41256833	41268429	145	816	672	144	356	1172
ENST00000284476	+	ENSG00000154309	DISP1	222928424	223005995	165	4739	4575	164	23	4762
ENST00000284486	-	ENSG00000154319	FAM167A	11421463	11466767	540	1184	645	539	2910	4094
ENST00000284503	+	ENSG00000154328	NEIL2	11769739	11787346	600	1598	999	599	1073	2671
ENST00000284509	-	ENSG00000104043	ATP8B4	49858239	50119222	143	3721	3579	142	1955	5676
ENST00000284523	+	ENSG00000154342	WNT3A	228007051	228061260	79	1137	1059	78	1795	2932
ENST00000284601	-	ENSG00000154415	PPP1R3A	113876777	113919065	70	3438	3369	69	946	4384
ENST00000284617	-	ENSG00000154429	CCSAP	229321005	229342941	79	891	813	78	4230	5121
ENST00000284629	-	ENSG00000154438	ASZ1	117363222	117427523	64	1491	1428	63	374	1865
ENST00000284637	-	ENSG00000154447	SH3RF1	169094256	169271105	343	3009	2667	342	2263	5272
ENST00000284669	+	ENSG00000239474	KLHL41	169509702	169526262	78	1898	1821	77	566	2464
ENST00000284674	+	ENSG00000154478	GPR26	123666355	123694607	54	1067	1014	53	6447	7514
ENST00000284690	-	ENSG00000089876	DHX32	125836340	125881315	492	2723	2232	491	347	3070
ENST00000284694	-	ENSG00000154493	C10orf90	126425009	126521441	122	2221	2100	121	855	3076
ENST00000284719	-	ENSG00000138430	OLA1	174072447	174248698	248	1438	1191	247	2979	4417
ENST00000284727	-	ENSG00000154518	ATP5G3	175176258	175184607	3026	3454	429	3025	2030	5484
ENST00000284767	-	ENSG00000154553	PDLIM3	185500660	185535558	125	955	831	124	1634	2589
ENST00000284776	-	ENSG00000154556	SORBS2	185585444	185956368	511	3813	3303	510	2183	5996
ENST00000284818	+	ENSG00000154589	LY96	73991352	74029087	92	574	483	91	33	607
ENST00000284856	+	ENSG00000154620	TMSB4Y	13703567	13706024	770	907	138	769	762	1669
ENST00000284878	+	ENSG00000154639	CXADR	17512382	17570100	749	1846	1098	748	4408	6254
ENST00000284881	-	ENSG00000154642	C21orf91	17788967	17819386	92	985	894	91	4448	5433
